Largo_via,LON,Classes_1,CIV,IDNodo,ESTADO,COL,CK_DNH_Cs,CODIGO_LOC,TIPO_CLA_1,NOMBRE_EJE,ELEM,IDEstacion,IDW_Cs,Input_FID,ESTACION,ROW,CK_DH_Cs,Input_FID_,OBJECTID,FID_Grilla,NOMBRE_EXT,FID_LINK,Classes,Shape_Leng,NOMBRE_E_1,CLASIFI_SU,OBJECTID_3,OBJECTID_2,ORIG_FID,Classes_12,TARGET_FID,LAT,hora,>C5,AL,AT,B,BA,BT,C,C2G,C2P,C3-C4,C5,ESP,INT,L,M,TOTAL,NH_>C5,NH_AL,NH_AT,NH_B,NH_BA,NH_BT,NH_C,NH_C2G,NH_C2P,NH_C3-C4,NH_C5,NH_ESP,NH_INT,NH_L,NH_M,NH_TOTAL
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,0,6.6,4.2,2,2.4,0,8.4,0.4,18.53333333,4.733333333,3.466666667,5,7.933333333,1.866666667,200.6,28.8,294.9333333,6.6,6.833333333,2.166666667,1.166666667,0,7.5,0.166666667,15.83333333,2.666666667,2.833333333,2.666666667,10.83333333,1.833333333,593,40.16666667,697
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,1,6.8,0.066666667,0.133333333,0.866666667,0,4.2,0.2,13,4.2,3.666666667,3.8,6.6,1,106.6,15.13333333,166.2666667,6.8,0,0,1,0,2,0.166666667,17,2.666666667,2,2.5,8.166666667,1.666666667,446.6666667,35.5,526.5
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,2,7.2,0,0.2,0.466666667,0,3.066666667,0,12.46666667,8,4.6,3.866666667,6,2.2,87.13333333,11.46666667,146.6666667,7.2,0,0.166666667,0.166666667,0,1.833333333,0.5,14.16666667,5,4,1.833333333,7.666666667,1.833333333,426.5,26.33333333,496.5
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,3,11.53333333,2.4,0.266666667,2,0,3.866666667,0.4,17.53333333,7.4,6.8,5.933333333,5.6,2.466666667,113.2666667,13.33333333,192.8,11.53333333,0,0.166666667,1,0,2,0.333333333,15.5,4.5,3.5,4,7,1.5,424.3333333,32,506.1666667
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,4,21.73333333,9.133333333,8.733333333,16.4,0.733333333,14.46666667,4.4,38.73333333,15.46666667,14.2,11,50,10.66666667,253.4,32.26666667,501.3333333,21.73333333,5.666666667,5.5,7,0,10,2.833333333,24.5,10.33333333,9.5,6.5,13.16666667,9.166666667,367.5,25.66666667,512
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,5,22.46666667,14.86666667,30.2,39.06666667,6.133333333,24.73333333,11.66666667,95.26666667,28.26666667,25.33333333,15.33333333,223,24.86666667,1295,168,2024.2,22.46666667,11.66666667,18.5,28.5,2.166666667,16.83333333,8.833333333,50.66666667,19.5,17.5,9.5,30.16666667,17.83333333,635.8333333,104.3333333,994
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,6,3.066666667,13.13333333,64.66666667,46.13333333,11.73333333,23.8,13,68.66666667,30.46666667,11.06666667,2.933333333,364.6666667,25,2308.2,471.9333333,3458.466667,3.066666667,7.666666667,41.16666667,40.66666667,3.333333333,16.83333333,13.16666667,68.33333333,29,14.33333333,5.5,48.83333333,23.5,1479.333333,243.1666667,2045
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,7,0.933333333,11.6,95.26666667,48.53333333,15.66666667,24.8,14.33333333,57.66666667,23.93333333,5.066666667,0.533333333,189.2666667,30.53333333,1708.333333,489.3333333,2715.8,0.933333333,5.166666667,72.33333333,27.83333333,4.333333333,17.33333333,11.66666667,66,18,11.16666667,5.5,38.33333333,23.16666667,1836.833333,266.8333333,2415
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,8,2.333333333,10.06666667,93.06666667,50.86666667,15.2,28.53333333,12.53333333,77.46666667,39.13333333,17.86666667,2.266666667,123.6,35.46666667,1917.266667,378.0666667,2803.733333,2.333333333,3.833333333,75.66666667,34,3.833333333,18,10.33333333,73.16666667,21.66666667,14.33333333,5,32.16666667,23,2004.333333,231.5,2559.333333
249.674,-74.027,6.0,1006580.0,3493.0,BUENO,42.0,2.53435,1,3.0,AK 7,24081199.0,1.0,2.53435,0.0,AK_45_X_AC_170,51.0,4.17411,3306.0,7181.0,3272.0,CL 235,5504.0,7.0,249.673680299,,Arterial,3472.0,3273.0,5438.0,6.0,3272.0,4.80928,9,4.533333333,7.866666667,77.66666667,46.06666667,12.26666667,31.53333333,11.53333333,82.13333333,36.06666667,11.4,3.266666667,46.26666667,25.6,2033.266667,293.9333333,2723.4,4.533333333,4.5,62.33333333,27.83333333,4.333333333,15.33333333,10.66666667,73.66666667,29.16666667,11.16666667,5.166666667,27.16666667,22.33333333,1983,189.5,2476.666667
